Customer ID,Recency,Frequency,Monetary,cluster,segments,score
14597,13,2,441.575,3,Potential,4
14598,46,1,221.97,3,Potential,4
14600,162,1,393.33,0,Potential Loss,1
14601,12,1,213.96000000000004,3,Potential,4
14603,69,1,660.0,0,Potential Loss,1
14606,6,82,131.21939024390244,4,Loyalist,5
14607,17,12,1251.7916666666667,4,Loyalist,5
14608,61,3,527.0500000000001,2,Churn,3
14609,74,4,150.39000000000001,2,Churn,3
14616,37,3,135.36,3,Potential,4
14618,11,3,184.48000000000002,3,Potential,4
14619,129,1,394.44000000000005,0,Potential Loss,1
14620,207,2,206.39000000000004,1,Loss,2
14621,91,4,370.665,2,Churn,3
14622,127,1,320.58000000000004,0,Potential Loss,1
14623,45,5,176.914,2,Churn,3
14624,31,2,112.925,3,Potential,4
14625,198,1,314.1,0,Potential Loss,1
14626,25,4,697.8175000000001,2,Churn,3
14628,37,2,335.98,3,Potential,4
14629,49,2,479.5049999999999,0,Potential Loss,1
14631,52,3,335.66,2,Churn,3
14632,264,1,114.55999999999999,1,Loss,2
14633,268,1,344.90000000000003,0,Potential Loss,1
14636,270,2,304.92500000000007,0,Potential Loss,1
14638,52,1,443.6,0,Potential Loss,1
14639,33,5,461.59,2,Churn,3
14640,26,6,354.18,2,Churn,3
14641,23,1,110.46000000000001,3,Potential,4
14642,1,1,96.12000000000002,3,Potential,4
14643,172,1,335.8700000000001,0,Potential Loss,1
14644,276,2,415.3800000000001,0,Potential Loss,1
14645,99,2,298.545,0,Potential Loss,1
14647,203,1,243.22000000000003,1,Loss,2
14649,36,4,354.3225,2,Churn,3
14651,6,2,327.29999999999995,3,Potential,4
14652,79,1,114.18,1,Loss,2
14653,11,7,276.8,4,Loyalist,5
14655,24,4,483.0575000000001,2,Churn,3
14656,171,2,145.52500000000003,1,Loss,2
14657,19,4,212.055,3,Potential,4
14658,119,2,123.57499999999999,1,Loss,2
14659,80,9,281.10333333333335,2,Churn,3
14660,88,2,142.87,1,Loss,2
14661,28,1,107.95,3,Potential,4
14662,30,4,192.7925,2,Churn,3
14664,21,2,318.945,3,Potential,4
14665,32,5,367.14,2,Churn,3
14666,26,1,179.95,3,Potential,4
14667,12,20,361.94249999999994,4,Loyalist,5
14669,7,3,423.33,3,Potential,4
14670,252,2,205.76499999999996,1,Loss,2
14672,163,2,382.775,0,Potential Loss,1
14673,11,4,340.72749999999996,2,Churn,3
14675,18,1,604.75,0,Potential Loss,1
14676,80,6,424.7066666666667,2,Churn,3
14680,27,14,1848.4792857142859,4,Loyalist,5
14681,6,3,166.31666666666666,3,Potential,4
14682,203,2,26.000000000000004,1,Loss,2
14684,27,4,266.97999999999996,2,Churn,3
14687,108,1,628.38,0,Potential Loss,1
14688,4,20,259.29449999999997,4,Loyalist,5
14689,210,1,112.80000000000004,1,Loss,2
14690,34,2,185.85000000000002,3,Potential,4
14691,36,5,422.866,2,Churn,3
14692,139,4,147.88750000000002,1,Loss,2
14693,266,1,172.9,1,Loss,2
14696,3,6,297.3883333333333,4,Loyalist,5
14697,220,2,94.305,1,Loss,2
14698,17,5,250.152,2,Churn,3
14699,97,1,109.13,1,Loss,2
14700,153,3,745.1,0,Potential Loss,1
14701,12,9,283.2633333333333,4,Loyalist,5
14702,20,16,185.84,4,Loyalist,5
14703,16,1,318.1700000000001,3,Potential,4
14704,5,7,216.36714285714285,4,Loyalist,5
14705,200,1,179.0,1,Loss,2
14708,126,2,353.655,0,Potential Loss,1
14709,17,12,383.9116666666667,4,Loyalist,5
14710,16,4,151.53250000000003,3,Potential,4
14711,12,11,260.8,4,Loyalist,5
14712,61,3,305.69,2,Churn,3
14713,11,9,248.94555555555553,4,Loyalist,5
14714,26,1,160.19,3,Potential,4
14715,10,4,216.84499999999997,3,Potential,4
14716,45,2,164.84000000000003,3,Potential,4
14719,12,5,320.42600000000004,4,Loyalist,5
14720,32,3,221.26999999999998,3,Potential,4
14722,149,1,187.92000000000002,1,Loss,2
14723,12,3,229.1,3,Potential,4
14725,26,1,718.08,0,Potential Loss,1
14727,69,1,268.58,0,Potential Loss,1
14730,109,8,250.6325,2,Churn,3
14731,36,3,126.67333333333335,3,Potential,4
14732,2,8,337.81125,4,Loyalist,5
14733,18,9,580.9655555555555,4,Loyalist,5
14735,13,30,193.28300000000002,4,Loyalist,5
14737,182,2,365.275,0,Potential Loss,1
14738,6,7,187.77857142857144,4,Loyalist,5
14739,21,6,531.4,2,Churn,3
14740,199,3,482.7366666666667,0,Potential Loss,1
14741,13,4,226.26000000000002,3,Potential,4
14744,18,6,145.83,2,Churn,3
14745,114,5,244.052,2,Churn,3
14747,251,1,328.19999999999993,0,Potential Loss,1
14748,36,3,315.10999999999996,2,Churn,3
14752,45,1,389.64000000000004,0,Potential Loss,1
14753,89,1,563.15,0,Potential Loss,1
14754,46,2,319.025,3,Potential,4
14755,11,11,455.47999999999996,4,Loyalist,5
14756,17,1,738.9599999999998,0,Potential Loss,1
14757,77,1,420.5,0,Potential Loss,1
14758,146,4,371.015,2,Churn,3
14759,114,3,541.9899999999999,0,Potential Loss,1
14760,299,1,89.2,1,Loss,2
14761,1,2,127.95000000000002,3,Potential,4
14762,265,1,300.52000000000004,0,Potential Loss,1
14764,48,1,278.3,0,Potential Loss,1
14765,61,3,84.70333333333333,1,Loss,2
14766,67,5,458.59400000000005,2,Churn,3
14768,19,2,96.30000000000001,3,Potential,4
14769,84,7,1475.1557142857148,2,Churn,3
14770,234,2,438.21000000000004,0,Potential Loss,1
14772,114,1,139.26000000000002,1,Loss,2
14775,1,2,302.67,3,Potential,4
14776,53,11,230.7545454545454,2,Churn,3
14778,247,2,365.43,0,Potential Loss,1
14779,252,3,128.71666666666667,1,Loss,2
14780,56,2,223.83999999999997,3,Potential,4
14782,321,1,200.10000000000002,1,Loss,2
14784,28,2,144.995,3,Potential,4
14785,12,2,38.7,3,Potential,4
14788,28,2,339.72,3,Potential,4
14789,30,1,197.64,3,Potential,4
14790,3,4,186.26500000000001,4,Loyalist,5
14792,154,1,6.2,1,Loss,2
14793,23,1,228.99,3,Potential,4
14794,11,7,188.55857142857147,4,Loyalist,5
14795,168,1,131.45,1,Loss,2
14796,24,15,466.1406666666666,4,Loyalist,5
14798,54,3,57.913333333333334,1,Loss,2
14799,53,1,157.7,1,Loss,2
14800,31,10,311.98900000000003,2,Churn,3
14801,92,1,193.13999999999996,1,Loss,2
14803,99,3,281.84999999999997,2,Churn,3
14804,333,1,353.27,0,Potential Loss,1
14805,17,4,138.66250000000002,3,Potential,4
14806,77,1,193.39000000000001,1,Loss,2
14808,41,8,342.64625000000007,2,Churn,3
14810,42,10,190.744,2,Churn,3
14815,275,2,389.25,0,Potential Loss,1
14816,199,1,271.84999999999997,0,Potential Loss,1
14817,161,2,505.1700000000001,0,Potential Loss,1
14818,75,3,219.26666666666668,2,Churn,3
14819,184,2,136.035,1,Loss,2
14820,23,4,126.82250000000002,3,Potential,4
14823,5,3,107.14333333333333,3,Potential,4
14824,12,4,281.9275,3,Potential,4
14825,17,10,183.04800000000003,4,Loyalist,5
14828,163,3,713.2533333333334,0,Potential Loss,1
14829,61,2,156.11,1,Loss,2
14830,55,1,196.28,1,Loss,2
14834,1,6,286.71666666666664,4,Loyalist,5
14836,12,3,34.15,3,Potential,4
14837,32,4,412.375,2,Churn,3
14840,269,1,62.85,1,Loss,2
14841,31,5,580.1200000000001,2,Churn,3
14842,45,4,706.1725000000001,2,Churn,3
14844,7,4,797.4525000000001,4,Loyalist,5
14847,150,1,309.40000000000003,0,Potential Loss,1
14849,3,20,368.1825,4,Loyalist,5
14850,343,1,325.74999999999994,0,Potential Loss,1
14851,25,2,255.67500000000007,3,Potential,4
14852,1,6,472.78166666666675,4,Loyalist,5
14853,6,2,237.9,3,Potential,4
14854,69,7,394.2614285714285,2,Churn,3
14855,3,2,322.82500000000005,3,Potential,4
14856,58,3,437.1266666666666,2,Churn,3
14857,31,2,586.5600000000002,0,Potential Loss,1
14859,14,4,338.435,2,Churn,3
14860,21,1,170.32000000000002,3,Potential,4
14861,54,1,125.79,1,Loss,2
14862,27,2,420.6,3,Potential,4
14863,61,1,266.76,0,Potential Loss,1
14865,302,1,15.0,1,Loss,2
14866,12,10,1424.9720000000002,4,Loyalist,5
14867,158,3,236.76,1,Loss,2
14868,23,8,369.19875,2,Churn,3
14869,105,2,362.84999999999997,0,Potential Loss,1
14870,263,1,327.25,0,Potential Loss,1
14871,180,3,127.32666666666667,1,Loss,2
14873,212,1,519.68,0,Potential Loss,1
14875,109,2,732.66,0,Potential Loss,1
14878,5,8,145.44125,4,Loyalist,5
14880,79,3,235.39666666666668,2,Churn,3
14881,21,1,255.40000000000003,3,Potential,4
14882,28,2,294.84999999999997,3,Potential,4
14883,6,6,126.93166666666669,4,Loyalist,5
14885,133,1,765.32,0,Potential Loss,1
14886,341,1,364.8,0,Potential Loss,1
14887,81,1,1862.0,0,Potential Loss,1
14888,209,1,369.20000000000005,0,Potential Loss,1
14889,163,1,135.9,1,Loss,2
14890,255,1,125.65000000000002,1,Loss,2
14891,150,2,277.19000000000005,0,Potential Loss,1
14893,11,2,618.925,3,Potential,4
14894,87,1,655.7500000000001,0,Potential Loss,1
14895,42,20,556.9355,4,Loyalist,5
14896,206,1,211.55000000000004,1,Loss,2
14897,2,4,341.595,4,Loyalist,5
14898,25,5,241.00399999999996,2,Churn,3
14901,2,6,154.04,4,Loyalist,5
14902,27,1,332.6600000000001,3,Potential,4
14903,23,5,562.126,2,Churn,3
14904,27,2,512.72,3,Potential,4
14905,218,2,308.07500000000005,0,Potential Loss,1
14907,30,4,635.1025000000001,2,Churn,3
14908,76,1,277.79999999999995,0,Potential Loss,1
14910,27,4,108.5875,3,Potential,4
14913,38,3,308.8533333333334,2,Churn,3
14915,93,2,153.74,1,Loss,2
14916,72,4,317.245,2,Churn,3
14918,117,2,805.0750000000003,0,Potential Loss,1
14920,36,2,488.88500000000005,0,Potential Loss,1
14921,91,2,658.0350000000001,0,Potential Loss,1
14923,52,1,749.0999999999998,0,Potential Loss,1
14924,129,1,310.05000000000007,0,Potential Loss,1
14929,153,1,223.88,1,Loss,2
14944,61,12,491.68750000000006,2,Churn,3
14946,16,1,100.9,3,Potential,4
14947,74,2,145.40999999999997,1,Loss,2
14948,25,6,183.66166666666666,2,Churn,3
14950,21,1,371.2,3,Potential,4
14951,81,1,311.69000000000005,0,Potential Loss,1
14952,2,10,741.3330000000001,4,Loyalist,5
14953,27,1,289.82,3,Potential,4
14954,14,1,336.16999999999985,3,Potential,4
14957,255,1,58.48999999999999,1,Loss,2
14958,129,3,166.56,1,Loss,2
14959,111,4,173.85500000000002,2,Churn,3
14960,173,2,110.63499999999999,1,Loss,2
14961,12,7,837.4257142857142,4,Loyalist,5
14962,272,1,126.7,1,Loss,2
14963,11,5,297.56000000000006,4,Loyalist,5
14964,190,1,206.20999999999998,1,Loss,2
14965,246,2,299.4999999999999,0,Potential Loss,1
14966,16,1,191.32000000000002,3,Potential,4
14967,51,1,463.8,0,Potential Loss,1
14968,91,1,147.58999999999997,1,Loss,2
14970,139,4,398.015,2,Churn,3
14971,45,3,372.19,2,Churn,3
14972,278,1,114.77000000000002,1,Loss,2
14973,109,3,438.1499999999999,0,Potential Loss,1
14974,303,1,114.38999999999999,1,Loss,2
14975,59,1,279.94,0,Potential Loss,1
14976,59,6,129.14333333333335,2,Churn,3
14978,74,5,386.28399999999993,2,Churn,3
14981,160,1,102.11999999999999,1,Loss,2
14984,5,2,106.635,3,Potential,4
14985,200,1,172.23999999999995,1,Loss,2
14987,17,1,163.2,3,Potential,4
14988,6,1,334.53999999999985,3,Potential,4
14995,252,2,116.61500000000001,1,Loss,2
14997,2,3,182.0666666666667,3,Potential,4
14998,7,2,214.93499999999997,3,Potential,4
15000,49,1,490.52,0,Potential Loss,1
15002,117,3,336.7033333333334,2,Churn,3
15004,149,1,1245.93,0,Potential Loss,1
15005,17,26,224.78692307692307,4,Loyalist,5
15006,53,1,497.1399999999998,0,Potential Loss,1
15007,279,1,156.91000000000003,1,Loss,2
15009,14,3,420.5933333333334,3,Potential,4
15010,244,1,308.94,0,Potential Loss,1
15012,55,1,231.98000000000008,3,Potential,4
15014,45,2,130.085,1,Loss,2
15016,174,1,170.04000000000002,1,Loss,2
15017,183,1,125.58000000000001,1,Loss,2
15018,334,2,192.48000000000002,1,Loss,2
15019,268,1,265.99999999999994,0,Potential Loss,1
15021,28,8,213.64749999999998,2,Churn,3
15022,13,4,226.26,3,Potential,4
15023,41,10,632.326,2,Churn,3
15024,11,8,146.26375000000002,4,Loyalist,5
15025,183,1,377.0099999999998,0,Potential Loss,1
15026,82,3,154.73333333333335,1,Loss,2
15027,91,4,266.5375,2,Churn,3
15028,44,3,147.0533333333333,3,Potential,4
15030,73,2,259.14000000000004,0,Potential Loss,1
15031,91,4,167.03500000000003,2,Churn,3
15032,258,1,2188.5,0,Potential Loss,1
15033,27,10,258.337,2,Churn,3
15034,17,7,495.1014285714286,4,Loyalist,5
15035,32,1,252.73,3,Potential,4
15036,74,3,155.18333333333328,1,Loss,2
15038,1,5,115.81199999999998,4,Loyalist,5
15039,11,45,413.2595555555557,4,Loyalist,5
15041,172,1,180.35000000000008,1,Loss,2
15042,201,1,135.92999999999998,1,Loss,2
15043,122,1,537.0,0,Potential Loss,1
15044,7,13,427.7753846153846,4,Loyalist,5
15045,34,2,367.83,3,Potential,4
15046,11,15,346.3213333333333,4,Loyalist,5
15047,271,1,343.62,0,Potential Loss,1
15048,118,3,95.11666666666666,1,Loss,2
15049,38,1,121.17000000000002,1,Loss,2
15050,27,3,594.0300000000001,2,Churn,3
15051,4,3,463.87000000000006,4,Loyalist,5
15052,321,1,215.78000000000003,1,Loss,2
15053,187,3,232.59666666666666,1,Loss,2
15054,14,2,151.05,3,Potential,4
15057,99,2,744.75,0,Potential Loss,1
15058,27,11,193.18090909090907,2,Churn,3
15059,42,9,148.63555555555553,2,Churn,3
15060,11,4,75.46000000000001,3,Potential,4
15061,6,36,960.6522222222221,4,Loyalist,5
15062,73,3,259.5933333333333,2,Churn,3
15063,67,1,370.79999999999995,0,Potential Loss,1
15065,166,4,789.5325000000001,0,Potential Loss,1
15066,55,1,893.5899999999999,0,Potential Loss,1
15067,80,3,581.5866666666666,0,Potential Loss,1
15068,48,2,276.67999999999995,3,Potential,4
15069,181,1,1109.5300000000002,0,Potential Loss,1
15071,99,2,491.0350000000001,0,Potential Loss,1
15073,11,3,347.80333333333334,3,Potential,4
15074,107,1,748.8700000000001,0,Potential Loss,1
15075,79,1,773.0300000000002,0,Potential Loss,1
15076,174,1,880.8499999999999,0,Potential Loss,1
15078,13,28,318.7307142857144,4,Loyalist,5
15079,36,3,251.22000000000003,2,Churn,3
15081,24,4,98.41250000000001,3,Potential,4
15083,258,1,88.2,1,Loss,2
15087,283,1,306.94,0,Potential Loss,1
15088,23,2,580.0350000000001,3,Potential,4
15089,12,6,403.47333333333336,4,Loyalist,5
15090,253,1,381.32000000000005,0,Potential Loss,1
15091,276,1,480.71,0,Potential Loss,1
15092,128,2,228.90500000000003,1,Loss,2
15093,20,5,794.6580000000001,2,Churn,3
15095,105,4,342.6499999999999,2,Churn,3
15096,44,1,219.39000000000001,3,Potential,4
15097,213,1,248.07999999999998,1,Loss,2
15098,66,3,13305.5,0,Potential Loss,1
15099,86,1,410.48,0,Potential Loss,1
15100,71,1,175.2,1,Loss,2
15101,333,1,215.25000000000003,1,Loss,2
15103,88,2,351.68,0,Potential Loss,1
15104,198,2,513.7199999999999,0,Potential Loss,1
15105,20,7,328.4185714285714,2,Churn,3
15106,6,5,284.504,4,Loyalist,5
15107,40,4,35.6125,1,Loss,2
15109,129,1,484.9500000000001,0,Potential Loss,1
15110,25,4,249.02500000000003,2,Churn,3
15111,61,2,639.49,0,Potential Loss,1
15113,11,3,1202.9799999999998,4,Loyalist,5
15114,39,10,276.05600000000004,2,Churn,3
15115,20,1,340.10999999999984,3,Potential,4
15116,19,4,338.1875,2,Churn,3
15117,16,5,310.35600000000005,2,Churn,3
15118,136,1,244.8,0,Potential Loss,1
15119,129,1,266.40000000000003,0,Potential Loss,1
15120,135,1,358.82,0,Potential Loss,1
15121,52,2,228.86,3,Potential,4
15122,116,3,544.5933333333334,0,Potential Loss,1
15123,208,2,1099.6549999999997,0,Potential Loss,1
15124,24,2,92.095,3,Potential,4
15125,27,15,768.5653333333333,4,Loyalist,5
15127,215,1,406.53000000000003,0,Potential Loss,1
15128,62,4,367.75,2,Churn,3
15129,52,11,313.40000000000003,2,Churn,3
15130,171,1,330.11000000000007,0,Potential Loss,1
15132,20,5,195.58600000000004,2,Churn,3
15133,39,3,327.47333333333336,2,Churn,3
15134,16,8,173.49875000000003,2,Churn,3
15135,241,1,139.04999999999998,1,Loss,2
15136,24,4,321.67499999999995,2,Churn,3
15139,163,2,89.48,1,Loss,2
15140,54,7,336.3214285714286,2,Churn,3
15142,48,1,498.73999999999995,0,Potential Loss,1
15143,227,1,259.45000000000005,0,Potential Loss,1
15144,1,17,387.084705882353,4,Loyalist,5
15145,45,4,298.6825,2,Churn,3
15146,166,2,663.58,0,Potential Loss,1
15147,242,1,623.5,0,Potential Loss,1
15148,12,1,301.28999999999996,3,Potential,4
15149,135,1,520.8,0,Potential Loss,1
15150,19,10,531.4470000000001,4,Loyalist,5
15152,11,13,365.05307692307696,4,Loyalist,5
15153,122,1,329.2499999999999,0,Potential Loss,1
15154,77,1,296.4200000000001,0,Potential Loss,1
15156,121,3,320.49666666666667,2,Churn,3
15157,126,2,425.3050000000001,0,Potential Loss,1
15158,47,1,401.4000000000001,0,Potential Loss,1
15159,20,28,599.2867857142857,4,Loyalist,5
15163,20,2,152.23499999999999,3,Potential,4
15164,210,3,281.0166666666666,0,Potential Loss,1
15167,322,1,163.0,1,Loss,2
15168,27,1,106.56,3,Potential,4
15171,10,1,1289.5,0,Potential Loss,1
15172,72,5,324.81,2,Churn,3
15174,324,1,135.75,1,Loss,2
15175,73,1,224.14000000000007,1,Loss,2
15178,262,1,40.5,1,Loss,2
15179,20,5,441.39000000000004,2,Churn,3
15181,177,3,229.82666666666668,1,Loss,2
15182,126,2,311.42500000000007,0,Potential Loss,1
15184,61,2,203.38,3,Potential,4
15185,72,1,310.62,0,Potential Loss,1
15186,16,2,205.705,3,Potential,4
15187,17,15,317.4786666666667,4,Loyalist,5
15189,7,41,395.74121951219513,4,Loyalist,5
15192,3,2,364.6600000000001,3,Potential,4
15193,62,1,499.32000000000005,0,Potential Loss,1
15194,80,12,504.795,2,Churn,3
15195,152,1,3861.0,0,Potential Loss,1
15197,12,2,261.555,3,Potential,4
15198,124,2,96.82000000000001,1,Loss,2
15199,31,4,317.175,2,Churn,3
15201,89,5,247.30800000000005,2,Churn,3
15203,27,6,304.6333333333334,2,Churn,3
15205,87,2,326.61999999999995,0,Potential Loss,1
15206,12,4,105.07500000000002,3,Potential,4
15208,121,4,201.18,2,Churn,3
15210,227,1,331.18,0,Potential Loss,1
15211,62,1,511.34,0,Potential Loss,1
15212,7,1,101.80000000000001,3,Potential,4
15213,320,2,164.17499999999998,1,Loss,2
15214,12,8,207.68000000000004,4,Loyalist,5
15215,48,3,244.98000000000002,2,Churn,3
15216,89,1,96.6,1,Loss,2
15218,12,11,523.3536363636364,4,Loyalist,5
15219,178,1,305.75000000000006,0,Potential Loss,1
15220,53,6,296.4933333333334,2,Churn,3
15222,320,1,585.0,0,Potential Loss,1
15223,227,2,377.875,0,Potential Loss,1
15225,236,1,409.40000000000003,0,Potential Loss,1
15226,312,1,154.41,1,Loss,2
15227,128,5,243.87999999999997,2,Churn,3
15228,171,4,846.6774999999998,0,Potential Loss,1
15230,241,2,214.80000000000004,1,Loss,2
15232,115,2,306.03,0,Potential Loss,1
15234,130,1,197.00000000000003,1,Loss,2
15235,160,9,172.5411111111111,2,Churn,3
15236,300,1,321.0499999999999,0,Potential Loss,1
15237,80,4,353.08,2,Churn,3
15238,61,3,357.33,2,Churn,3
15239,12,2,390.29499999999996,3,Potential,4
15240,7,5,341.314,4,Loyalist,5
15241,75,8,219.55500000000004,2,Churn,3
15243,76,1,316.68000000000006,0,Potential Loss,1
15244,215,2,315.7850000000001,0,Potential Loss,1
15245,136,3,838.6133333333332,0,Potential Loss,1
15246,240,1,328.1499999999999,0,Potential Loss,1
15247,94,1,356.0,0,Potential Loss,1
15249,3,13,514.4969230769232,4,Loyalist,5
15251,4,11,953.1809090909093,4,Loyalist,5
15252,96,2,370.39000000000004,0,Potential Loss,1
15253,2,5,183.64000000000001,4,Loyalist,5
15254,247,1,300.36,0,Potential Loss,1
15255,245,1,890.85,0,Potential Loss,1
15256,150,1,98.45,1,Loss,2
15257,342,1,317.15,0,Potential Loss,1
15258,170,2,311.58000000000004,0,Potential Loss,1
15260,102,5,278.05400000000003,2,Churn,3
15261,137,1,254.82,0,Potential Loss,1
15262,325,1,178.95000000000002,1,Loss,2
15263,108,1,156.51,1,Loss,2
15264,184,1,393.74,0,Potential Loss,1
15265,34,2,753.0599999999998,0,Potential Loss,1
15266,224,1,119.30000000000001,1,Loss,2
15267,1,5,343.472,4,Loyalist,5
15269,25,1,408.8,3,Potential,4
15270,17,7,339.9271428571428,2,Churn,3
15271,5,14,171.09428571428572,4,Loyalist,5
15272,59,2,360.9699999999999,0,Potential Loss,1
15274,20,2,358.28499999999997,3,Potential,4
15275,303,1,615.1400000000001,0,Potential Loss,1
15276,245,1,135.31,1,Loss,2
15277,48,1,255.9,3,Potential,4
15280,174,1,113.12000000000002,1,Loss,2
15281,1,9,259.1277777777778,4,Loyalist,5
15286,51,1,240.55,3,Potential,4
15287,24,2,243.345,3,Potential,4
15288,45,4,535.2175,2,Churn,3
15289,61,3,313.26,2,Churn,3
15290,44,17,454.33058823529404,2,Churn,3
15291,5,12,331.2,4,Loyalist,5
15292,203,1,180.93999999999997,1,Loss,2
15296,36,6,612.1433333333333,2,Churn,3
15297,12,3,213.98000000000002,3,Potential,4
15298,12,11,400.20909090909083,4,Loyalist,5
15299,265,3,690.6666666666666,0,Potential Loss,1
15300,184,1,496.4399999999999,0,Potential Loss,1
15301,52,11,399.7254545454545,2,Churn,3
15303,292,1,574.02,0,Potential Loss,1
15304,62,7,81.60714285714286,2,Churn,3
15306,124,3,391.45000000000005,0,Potential Loss,1
15307,216,1,205.30000000000004,1,Loss,2
15308,69,1,310.46999999999997,0,Potential Loss,1
15311,1,82,708.4297560975608,4,Loyalist,5
15312,77,3,211.70333333333338,2,Churn,3
15313,112,1,52.0,1,Loss,2
15314,201,1,327.97,0,Potential Loss,1
15315,118,2,285.25,0,Potential Loss,1
15316,328,1,165.0,1,Loss,2
15318,182,1,312.62,0,Potential Loss,1
15319,342,1,204.50000000000009,1,Loss,2
15320,46,1,267.13000000000005,3,Potential,4
15321,72,3,916.1033333333335,0,Potential Loss,1
15322,87,1,679.68,0,Potential Loss,1
15325,105,1,162.28999999999996,1,Loss,2
15326,71,1,311.7099999999999,0,Potential Loss,1
15327,54,1,208.75,1,Loss,2
15329,41,3,349.9000000000001,2,Churn,3
15330,62,2,357.48,0,Potential Loss,1
15333,210,1,1028.56,0,Potential Loss,1
15334,165,3,116.24000000000001,1,Loss,2
15335,55,1,173.97000000000003,1,Loss,2
15339,245,2,287.03499999999997,0,Potential Loss,1
15341,82,1,2020.5199999999998,0,Potential Loss,1
15342,306,1,406.09000000000003,0,Potential Loss,1
15343,89,1,364.5,0,Potential Loss,1
15344,76,3,187.98000000000002,2,Churn,3
15345,47,1,393.53999999999996,0,Potential Loss,1
15346,40,1,252.42000000000002,3,Potential,4
15348,74,1,158.04,1,Loss,2
15349,219,2,236.90499999999997,1,Loss,2
15351,14,6,280.9066666666667,4,Loyalist,5
15353,256,1,465.37,0,Potential Loss,1
15355,55,2,138.52500000000003,1,Loss,2
15356,73,8,300.12,2,Churn,3
15358,2,20,386.1325,4,Loyalist,5
15360,41,1,427.93000000000006,0,Potential Loss,1
15364,216,2,456.595,0,Potential Loss,1
15365,27,7,330.6171428571429,2,Churn,3
15366,77,1,496.97,0,Potential Loss,1
15367,59,4,469.3975000000001,2,Churn,3
15368,23,1,446.94000000000005,3,Potential,4
15370,31,7,340.86428571428576,2,Churn,3
15372,139,1,2007.4000000000003,0,Potential Loss,1
15373,20,10,187.88100000000003,2,Churn,3
15374,278,1,168.00000000000003,1,Loss,2
15376,42,3,411.1200000000001,2,Churn,3
15379,99,6,368.6383333333333,2,Churn,3
15380,48,4,365.04,2,Churn,3
15381,67,2,298.425,0,Potential Loss,1
15382,16,6,992.6183333333332,4,Loyalist,5
15384,171,1,338.84000000000003,0,Potential Loss,1
15385,42,1,316.88000000000005,0,Potential Loss,1
15386,188,1,394.14,0,Potential Loss,1
15389,174,1,500.0,0,Potential Loss,1
15392,2,3,398.8500000000001,4,Loyalist,5
15393,18,2,115.93,3,Potential,4
15394,11,3,531.96,3,Potential,4
15395,327,1,107.44999999999999,1,Loss,2
15396,114,1,288.18,0,Potential Loss,1
15397,291,1,94.0,1,Loss,2
15398,18,2,672.7649999999999,3,Potential,4
15399,24,3,271.9233333333334,3,Potential,4
15400,115,5,143.24,2,Churn,3
15402,150,2,313.17500000000007,0,Potential Loss,1
15405,280,1,349.09999999999997,0,Potential Loss,1
15406,39,2,255.35500000000002,3,Potential,4
15407,96,4,264.10999999999996,2,Churn,3
15408,266,1,267.18000000000006,0,Potential Loss,1
15410,86,8,431.3550000000001,2,Churn,3
15411,28,4,339.72,2,Churn,3
15412,173,1,190.53,1,Loss,2
15414,11,3,258.3,3,Potential,4
15415,315,1,572.8100000000002,0,Potential Loss,1
15416,157,4,996.0799999999999,0,Potential Loss,1
15417,87,1,508.8000000000001,0,Potential Loss,1
15419,26,1,135.85999999999999,3,Potential,4
15421,1,4,237.5900000000001,4,Loyalist,5
15422,325,2,48.85,1,Loss,2
15423,334,1,43.5,1,Loss,2
15424,256,2,191.67,1,Loss,2
15426,21,4,258.99249999999995,2,Churn,3
15427,49,3,494.38000000000005,2,Churn,3
15428,17,1,93.78,3,Potential,4
15429,28,2,198.675,3,Potential,4
15432,25,1,171.19000000000003,3,Potential,4
15433,67,2,266.6499999999999,0,Potential Loss,1
15434,109,5,208.296,2,Churn,3
15435,24,1,149.29000000000002,3,Potential,4
15436,14,3,374.1766666666667,3,Potential,4
15437,264,1,200.15999999999997,1,Loss,2
15438,133,1,156.58,1,Loss,2
15440,56,3,127.89333333333333,1,Loss,2
15442,221,1,594.0,0,Potential Loss,1
15443,14,7,462.4157142857143,4,Loyalist,5
15444,11,2,709.13,3,Potential,4
15445,266,1,113.50000000000001,1,Loss,2
15447,332,1,155.17000000000002,1,Loss,2
15448,314,1,494.64000000000004,0,Potential Loss,1
15449,28,3,324.84,2,Churn,3
15450,91,1,429.84,0,Potential Loss,1
15452,61,3,179.57666666666668,2,Churn,3
15453,58,7,198.3385714285714,2,Churn,3
15456,342,2,102.0,1,Loss,2
15457,264,1,237.07000000000002,1,Loss,2
15458,27,1,161.64,3,Potential,4
15462,145,3,78.2,1,Loss,2
15463,61,1,126.14,1,Loss,2
15464,224,1,1048.8500000000001,0,Potential Loss,1
15465,5,16,405.42312499999997,4,Loyalist,5
15466,87,1,334.53,0,Potential Loss,1
15467,11,3,174.96,3,Potential,4
15468,53,2,233.75500000000002,3,Potential,4
15469,33,2,269.27500000000003,3,Potential,4
15471,152,1,469.47999999999996,0,Potential Loss,1
15472,115,1,371.55999999999995,0,Potential Loss,1
15473,1,7,253.02857142857144,4,Loyalist,5
15475,79,1,454.1099999999999,0,Potential Loss,1
15478,42,2,720.71,0,Potential Loss,1
15482,17,9,1143.4800000000002,4,Loyalist,5
15483,268,4,58.452500000000015,1,Loss,2
