Recency,Frequency,Monetary,cluster,segments,score
42,1,310.56,0,Potential Loss,2
19,21,372.9957142857143,2,Loyalist,5
55,6,244.7099999999999,3,Churn,3
268,1,318.06,0,Potential Loss,2
32,12,275.87416666666667,3,Churn,3
2,3,300.3566666666666,2,Loyalist,5
7,4,390.75750000000005,2,Loyalist,5
112,5,1174.9299999999998,3,Churn,3
80,5,495.746,3,Churn,3
143,1,180.74999999999997,4,Loss,1
281,1,351.9,0,Potential Loss,2
11,8,129.9925,2,Loyalist,5
12,2,23.159999999999997,4,Loss,1
42,7,921.4742857142855,3,Churn,3
11,12,169.87166666666667,2,Loyalist,5
18,4,307.605,3,Churn,3
26,3,569.0200000000001,3,Churn,3
51,5,302.34000000000003,3,Churn,3
159,3,138.98000000000002,4,Loss,1
121,3,272.2,3,Churn,3
271,1,334.45,0,Potential Loss,2
173,1,116.18,4,Loss,1
79,1,1397.08,0,Potential Loss,2
188,2,128.35000000000002,4,Loss,1
56,2,218.5,1,Potential,4
14,16,163.73125,2,Loyalist,5
322,1,185.06000000000006,4,Loss,1
5,12,253.20416666666668,2,Loyalist,5
132,1,120.6,4,Loss,1
103,2,416.4,0,Potential Loss,2
256,2,345.79999999999995,0,Potential Loss,2
54,2,276.175,1,Potential,4
328,1,202.35000000000005,4,Loss,1
342,1,571.7600000000001,0,Potential Loss,2
81,1,537.3600000000001,0,Potential Loss,2
21,16,760.2049999999999,2,Loyalist,5
91,6,220.19166666666663,3,Churn,3
47,3,491.00000000000006,3,Churn,3
3,7,219.3757142857143,2,Loyalist,5
92,1,1384.8800000000006,0,Potential Loss,2
219,1,13.919999999999998,4,Loss,1
44,5,173.67200000000003,3,Churn,3
92,2,351.48,0,Potential Loss,2
46,2,307.6000000000001,1,Potential,4
8,5,219.42800000000003,2,Loyalist,5
2,10,266.469,2,Loyalist,5
306,1,104.10000000000002,4,Loss,1
75,3,468.22666666666674,3,Churn,3
26,4,711.4250000000001,3,Churn,3
1,8,162.71375000000003,2,Loyalist,5
98,4,443.49250000000006,3,Churn,3
234,2,561.875,0,Potential Loss,2
42,7,620.8085714285716,3,Churn,3
177,1,359.3500000000001,0,Potential Loss,2
203,1,629.4000000000001,0,Potential Loss,2
31,2,421.87,1,Potential,4
70,2,310.48,0,Potential Loss,2
19,2,179.7,1,Potential,4
123,1,308.19999999999993,0,Potential Loss,2
265,1,223.91000000000003,4,Loss,1
59,1,612.8100000000001,0,Potential Loss,2
55,1,349.48,0,Potential Loss,2
68,1,182.10000000000002,4,Loss,1
39,3,212.4033333333333,1,Potential,4
301,1,107.62,4,Loss,1
27,7,540.6314285714285,3,Churn,3
51,1,179.40000000000003,4,Loss,1
26,4,189.7425,1,Potential,4
107,3,142.8466666666667,4,Loss,1
55,19,470.5136842105263,3,Churn,3
56,3,240.48333333333335,3,Churn,3
225,1,167.27000000000004,4,Loss,1
59,1,1325.0,0,Potential Loss,2
223,1,274.79999999999995,0,Potential Loss,2
233,2,135.95,4,Loss,1
17,11,614.2727272727274,2,Loyalist,5
177,3,80.07000000000001,4,Loss,1
17,7,239.52571428571426,2,Loyalist,5
25,3,196.4666666666667,1,Potential,4
79,4,320.64,3,Churn,3
156,1,353.65,0,Potential Loss,2
225,1,906.2299999999999,0,Potential Loss,2
47,8,415.91125,3,Churn,3
19,1,30.300000000000004,4,Loss,1
59,1,192.45,4,Loss,1
146,5,242.14399999999995,3,Churn,3
2,1,270.80000000000007,1,Potential,4
210,1,234.87999999999997,0,Potential Loss,2
327,1,183.20000000000002,4,Loss,1
26,4,264.53499999999997,3,Churn,3
14,2,283.45,1,Potential,4
19,3,273.5833333333333,1,Potential,4
18,6,288.6766666666667,3,Churn,3
299,1,342.4,0,Potential Loss,2
191,1,105.18000000000002,4,Loss,1
216,1,314.67,0,Potential Loss,2
80,1,210.5,4,Loss,1
201,1,36.129999999999995,4,Loss,1
1,5,191.33599999999996,2,Loyalist,5
119,2,221.14499999999992,4,Loss,1
293,1,230.39999999999998,0,Potential Loss,2
155,2,170.43,4,Loss,1
230,1,129.48000000000002,4,Loss,1
62,2,114.42999999999996,4,Loss,1
11,6,529.2533333333333,2,Loyalist,5
101,6,176.78333333333333,3,Churn,3
13,26,264.9488461538462,2,Loyalist,5
3,1,323.05000000000007,1,Potential,4
9,2,180.0,1,Potential,4
54,2,208.3,1,Potential,4
7,2,218.78999999999994,1,Potential,4
95,10,164.13000000000002,3,Churn,3
38,12,185.41,3,Churn,3
31,4,115.065,1,Potential,4
153,1,111.25,4,Loss,1
17,1,203.42000000000004,1,Potential,4
1,4,217.2525,2,Loyalist,5
315,1,281.04999999999995,0,Potential Loss,2
80,10,536.367,3,Churn,3
1,8,301.7725,2,Loyalist,5
206,1,628.13,0,Potential Loss,2
13,2,296.30499999999995,1,Potential,4
92,6,354.90833333333336,3,Churn,3
16,3,176.85999999999999,1,Potential,4
257,1,365.09999999999997,0,Potential Loss,2
18,6,243.60500000000002,3,Churn,3
62,9,248.71333333333334,3,Churn,3
60,6,1219.3583333333333,3,Churn,3
24,6,667.465,3,Churn,3
14,2,201.255,1,Potential,4
28,4,151.09249999999997,1,Potential,4
2,44,444.03340909090895,2,Loyalist,5
179,1,7.49,4,Loss,1
82,1,113.25,4,Loss,1
233,1,179.52000000000004,4,Loss,1
111,5,464.36,3,Churn,3
8,13,501.26615384615377,2,Loyalist,5
63,10,259.86199999999997,3,Churn,3
183,1,98.70000000000002,4,Loss,1
59,2,1205.85,0,Potential Loss,2
17,5,392.706,3,Churn,3
112,2,152.35000000000002,4,Loss,1
158,1,133.45,4,Loss,1
81,2,731.18,0,Potential Loss,2
14,5,257.008,2,Loyalist,5
14,9,211.56777777777776,2,Loyalist,5
1,77,895.719350649351,2,Loyalist,5
2,4,399.44,2,Loyalist,5
48,3,293.13999999999993,3,Churn,3
48,1,168.73000000000002,4,Loss,1
38,2,1066.5600000000004,0,Potential Loss,2
56,2,311.745,0,Potential Loss,2
229,2,206.125,4,Loss,1
24,2,236.74500000000003,1,Potential,4
117,1,187.52000000000004,4,Loss,1
51,5,348.9219999999999,3,Churn,3
105,2,408.73,0,Potential Loss,2
219,2,283.445,0,Potential Loss,2
307,1,1554.6000000000001,0,Potential Loss,2
4,20,362.7554999999999,2,Loyalist,5
36,6,355.5350000000001,3,Churn,3
124,2,273.12500000000006,0,Potential Loss,2
16,8,182.615,2,Loyalist,5
101,1,93.35000000000002,4,Loss,1
17,2,482.5999999999999,1,Potential,4
202,2,109.26500000000001,4,Loss,1
285,2,282.95000000000005,0,Potential Loss,2
278,1,318.6500000000001,0,Potential Loss,2
11,17,557.614705882353,2,Loyalist,5
223,2,41.50000000000001,4,Loss,1
58,6,295.17333333333335,3,Churn,3
221,2,330.13499999999993,0,Potential Loss,2
18,6,336.45000000000005,3,Churn,3
5,4,290.1025,2,Loyalist,5
36,2,277.335,1,Potential,4
216,2,397.99000000000007,0,Potential Loss,2
24,4,155.2125,1,Potential,4
98,1,266.95000000000005,0,Potential Loss,2
34,2,254.875,1,Potential,4
32,3,387.7966666666668,3,Churn,3
161,1,209.4,4,Loss,1
21,2,319.78000000000003,1,Potential,4
86,3,311.3966666666667,3,Churn,3
60,8,357.96124999999995,3,Churn,3
59,3,818.9533333333334,3,Churn,3
114,2,133.315,4,Loss,1
117,9,610.71,3,Churn,3
174,2,224.745,4,Loss,1
127,1,304.97,0,Potential Loss,2
216,1,312.6800000000001,0,Potential Loss,2
2,12,284.3983333333333,2,Loyalist,5
62,1,80.28000000000002,4,Loss,1
20,2,412.24,1,Potential,4
19,2,104.15,1,Potential,4
340,1,166.63000000000002,4,Loss,1
158,2,411.7,0,Potential Loss,2
31,1,502.5199999999999,0,Potential Loss,2
80,1,889.4400000000002,0,Potential Loss,2
36,7,198.35285714285715,3,Churn,3
4,5,424.236,2,Loyalist,5
277,1,304.18,0,Potential Loss,2
17,11,473.60636363636365,2,Loyalist,5
37,3,334.6033333333334,3,Churn,3
94,3,1228.8700000000006,0,Potential Loss,2
2,2,1042.8049999999998,2,Loyalist,5
164,1,518.1400000000001,0,Potential Loss,2
116,2,545.9950000000001,0,Potential Loss,2
21,1,383.9699999999999,1,Potential,4
207,1,269.84,0,Potential Loss,2
276,1,204.62,4,Loss,1
46,4,868.9299999999998,3,Churn,3
12,3,143.70333333333335,1,Potential,4
26,1,119.92000000000003,1,Potential,4
27,6,204.3116666666667,3,Churn,3
334,1,487.74999999999994,0,Potential Loss,2
105,1,167.16000000000003,4,Loss,1
45,4,374.16749999999996,3,Churn,3
20,1,213.05000000000004,1,Potential,4
44,1,81.15,4,Loss,1
18,7,213.5142857142857,2,Loyalist,5
48,1,345.7099999999999,0,Potential Loss,2
71,1,988.0400000000003,0,Potential Loss,2
63,1,948.9299999999998,0,Potential Loss,2
1,7,645.9457142857143,2,Loyalist,5
55,3,272.31,3,Churn,3
58,1,348.0,0,Potential Loss,2
23,9,264.0111111111111,3,Churn,3
67,3,213.31000000000003,3,Churn,3
25,1,160.00000000000003,1,Potential,4
7,3,330.59666666666664,1,Potential,4
19,5,259.79800000000006,3,Churn,3
336,1,834.4400000000002,0,Potential Loss,2
306,3,196.01666666666665,4,Loss,1
91,3,312.35666666666674,3,Churn,3
18,10,332.412,2,Loyalist,5
277,1,164.0,4,Loss,1
62,2,339.97,0,Potential Loss,2
46,3,125.90333333333335,1,Potential,4
12,6,308.95000000000005,2,Loyalist,5
307,1,549.05,0,Potential Loss,2
77,2,303.20500000000004,0,Potential Loss,2
28,8,289.58750000000003,3,Churn,3
54,3,227.97333333333333,3,Churn,3
2,1,100.39999999999999,1,Potential,4
16,2,422.505,1,Potential,4
91,1,383.07000000000016,0,Potential Loss,2
14,1,106.48,1,Potential,4
31,4,421.87250000000006,3,Churn,3
256,1,389.48999999999995,0,Potential Loss,2
201,1,426.24000000000007,0,Potential Loss,2
27,11,522.2436363636365,3,Churn,3
343,1,379.69999999999993,0,Potential Loss,2
9,4,515.55,2,Loyalist,5
110,9,281.0388888888889,3,Churn,3
99,2,216.0,4,Loss,1
150,3,183.09333333333336,4,Loss,1
123,4,317.27250000000004,3,Churn,3
137,2,1096.7800000000002,0,Potential Loss,2
310,1,160.5,4,Loss,1
259,1,250.26000000000002,0,Potential Loss,2
276,1,59.40000000000001,4,Loss,1
19,6,115.05,1,Potential,4
12,6,367.27333333333337,2,Loyalist,5
208,3,431.24000000000007,0,Potential Loss,2
60,1,302.0400000000001,0,Potential Loss,2
73,1,610.6000000000001,0,Potential Loss,2
40,1,280.51,1,Potential,4
111,5,419.0,3,Churn,3
309,1,266.25000000000006,0,Potential Loss,2
115,2,310.03,0,Potential Loss,2
49,3,631.3099999999998,3,Churn,3
150,5,515.508,3,Churn,3
100,1,60.0,4,Loss,1
52,10,983.9549999999999,3,Churn,3
7,3,454.21000000000004,1,Potential,4
219,3,378.96333333333337,0,Potential Loss,2
36,2,393.995,1,Potential,4
52,7,368.30428571428575,3,Churn,3
199,1,71.95000000000002,4,Loss,1
52,1,368.75,0,Potential Loss,2
150,4,295.595,3,Churn,3
48,18,393.47833333333335,3,Churn,3
19,3,417.7266666666667,3,Churn,3
18,2,119.935,1,Potential,4
168,1,454.66,0,Potential Loss,2
242,1,1545.3800000000008,0,Potential Loss,2
17,4,183.2275,1,Potential,4
116,3,320.6333333333333,3,Churn,3
18,2,408.28,1,Potential,4
75,12,469.18083333333334,3,Churn,3
17,10,220.24699999999999,2,Loyalist,5
88,4,340.885,3,Churn,3
237,1,228.96,0,Potential Loss,2
62,3,171.40666666666667,1,Potential,4
63,1,220.44000000000003,0,Potential Loss,2
10,4,124.04,1,Potential,4
18,4,322.50750000000005,3,Churn,3
126,2,146.54999999999998,4,Loss,1
16,7,887.3457142857135,2,Loyalist,5
208,1,348.59,0,Potential Loss,2
28,3,49.443333333333335,4,Loss,1
138,1,24.75,4,Loss,1
45,1,94.92,4,Loss,1
17,2,155.57000000000002,1,Potential,4
10,6,261.29333333333335,2,Loyalist,5
156,2,326.655,0,Potential Loss,2
31,8,319.1325,3,Churn,3
17,23,353.9286956521739,2,Loyalist,5
10,1,247.5,1,Potential,4
48,1,233.35000000000002,1,Potential,4
292,1,217.24000000000004,4,Loss,1
4,6,1111.6616666666669,2,Loyalist,5
4,11,396.00181818181824,2,Loyalist,5
11,6,580.755,2,Loyalist,5
16,6,422.1816666666667,2,Loyalist,5
203,2,325.08000000000004,0,Potential Loss,2
59,2,112.575,4,Loss,1
309,1,93.60000000000001,4,Loss,1
138,6,385.06333333333333,3,Churn,3
70,3,174.73666666666668,3,Churn,3
116,1,1634.64,0,Potential Loss,2
1,106,437.1511320754718,2,Loyalist,5
21,7,240.52714285714288,3,Churn,3
51,2,246.23999999999995,1,Potential,4
315,1,129.75000000000003,4,Loss,1
75,9,440.1577777777778,3,Churn,3
114,1,711.1800000000001,0,Potential Loss,2
161,3,144.86666666666667,4,Loss,1
164,1,140.22000000000003,4,Loss,1
92,7,205.67428571428576,3,Churn,3
99,2,335.2950000000001,0,Potential Loss,2
45,1,107.24000000000001,4,Loss,1
12,7,230.8957142857143,2,Loyalist,5
99,3,255.97000000000003,3,Churn,3
276,1,240.50000000000003,0,Potential Loss,2
49,1,373.02,0,Potential Loss,2
315,1,283.42999999999995,0,Potential Loss,2
59,5,250.754,3,Churn,3
199,1,105.50000000000001,4,Loss,1
87,1,382.2,0,Potential Loss,2
63,2,171.85000000000002,4,Loss,1
16,4,290.50000000000006,1,Potential,4
21,2,273.8,1,Potential,4
42,4,444.5450000000001,3,Churn,3
97,1,114.95000000000003,4,Loss,1
24,5,422.66799999999995,3,Churn,3
18,4,174.6125,1,Potential,4
12,20,393.85450000000003,2,Loyalist,5
101,8,22.66875,4,Loss,1
173,3,90.05000000000001,4,Loss,1
86,1,302.33,0,Potential Loss,2
248,2,339.055,0,Potential Loss,2
4,6,373.8016666666667,2,Loyalist,5
47,5,357.314,3,Churn,3
56,6,403.02000000000004,3,Churn,3
62,1,275.79999999999995,0,Potential Loss,2
5,10,593.83,2,Loyalist,5
48,1,1352.96,0,Potential Loss,2
300,1,59.40000000000001,4,Loss,1
64,7,572.8085714285714,3,Churn,3
46,6,167.58,3,Churn,3
262,1,139.32,4,Loss,1
328,1,60.96000000000001,4,Loss,1
20,4,302.9375,3,Churn,3
139,2,123.25,4,Loss,1
245,1,1174.55,0,Potential Loss,2
11,5,269.43600000000004,2,Loyalist,5
2,3,431.24,2,Loyalist,5
12,5,1250.9280000000003,2,Loyalist,5
19,2,692.6899999999999,1,Potential,4
1,2,312.6,1,Potential,4
248,1,468.6500000000001,0,Potential Loss,2
200,4,558.45,3,Churn,3
251,1,289.87,0,Potential Loss,2
12,3,458.6966666666667,1,Potential,4
205,2,235.82,0,Potential Loss,2
79,6,467.6433333333334,3,Churn,3
221,1,508.2000000000001,0,Potential Loss,2
58,3,195.36666666666667,3,Churn,3
90,2,108.475,4,Loss,1
25,4,300.9425000000001,3,Churn,3
218,1,75.12,4,Loss,1
13,1,257.06000000000006,1,Potential,4
7,1,310.74,1,Potential,4
3,2,232.58,1,Potential,4
206,2,617.44,0,Potential Loss,2
72,2,1142.65,0,Potential Loss,2
116,3,196.16666666666663,3,Churn,3
63,2,226.16000000000003,1,Potential,4
196,4,128.345,4,Loss,1
23,5,522.7860000000001,3,Churn,3
3,5,304.454,2,Loyalist,5
160,2,111.695,4,Loss,1
306,1,214.44000000000003,4,Loss,1
166,4,486.14250000000004,3,Churn,3
80,5,233.59999999999997,3,Churn,3
9,2,242.265,1,Potential,4
105,2,477.37500000000006,0,Potential Loss,2
140,1,153.24,4,Loss,1
179,1,149.57000000000002,4,Loss,1
12,6,254.2633333333334,2,Loyalist,5
100,1,193.28999999999996,4,Loss,1
32,4,317.2625,3,Churn,3
32,2,476.32,0,Potential Loss,2
38,7,277.0028571428571,3,Churn,3
228,1,171.0,4,Loss,1
14,2,140.26000000000005,1,Potential,4
165,4,84.4275,4,Loss,1
285,1,294.16999999999996,0,Potential Loss,2
237,2,116.60499999999999,4,Loss,1
28,3,420.1266666666667,3,Churn,3
256,1,126.49,4,Loss,1
235,1,38.25,4,Loss,1
208,5,239.20000000000005,3,Churn,3
304,1,208.8,4,Loss,1
55,2,101.415,4,Loss,1
217,2,214.85,4,Loss,1
83,1,502.45000000000005,0,Potential Loss,2
14,14,347.445,2,Loyalist,5
8,2,246.13500000000005,1,Potential,4
1,1,962.9700000000001,1,Potential,4
76,1,335.70000000000005,0,Potential Loss,2
213,1,63.42,4,Loss,1
18,2,423.54,1,Potential,4
82,1,274.8,0,Potential Loss,2
233,1,163.1,4,Loss,1
1,4,552.495,2,Loyalist,5
287,1,368.40000000000003,0,Potential Loss,2
213,1,541.06,0,Potential Loss,2
24,5,642.504,3,Churn,3
23,6,103.54166666666667,1,Potential,4
178,1,372.19,0,Potential Loss,2
51,3,764.89,3,Churn,3
165,1,102.0,4,Loss,1
317,1,231.32000000000002,0,Potential Loss,2
94,4,85.15,4,Loss,1
38,5,257.06600000000003,3,Churn,3
216,1,217.60000000000002,4,Loss,1
27,4,576.1725000000001,3,Churn,3
116,2,781.5300000000004,0,Potential Loss,2
17,1,246.49999999999994,1,Potential,4
269,1,146.14000000000001,4,Loss,1
20,6,1187.1983333333335,3,Churn,3
1,18,517.0255555555555,2,Loyalist,5
42,2,201.25,1,Potential,4
76,5,721.7080000000001,3,Churn,3
8,3,119.92333333333335,1,Potential,4
19,3,353.59,1,Potential,4
18,1,166.51,1,Potential,4
28,2,105.29,1,Potential,4
5,18,721.7961111111111,2,Loyalist,5
17,4,246.40499999999997,1,Potential,4
25,1,171.81,1,Potential,4
17,6,338.8066666666667,3,Churn,3
21,2,172.305,1,Potential,4
36,8,511.98625000000004,3,Churn,3
8,12,1314.5375,2,Loyalist,5
8,1,151.4,1,Potential,4
20,2,234.88999999999993,1,Potential,4
10,14,203.36785714285716,2,Loyalist,5
62,2,558.3599999999997,0,Potential Loss,2
150,1,311.36999999999995,0,Potential Loss,2
14,6,363.2033333333332,2,Loyalist,5
42,2,275.71000000000004,1,Potential,4
47,1,259.09,1,Potential,4
131,6,559.7333333333333,3,Churn,3
13,1,247.38000000000002,1,Potential,4
150,1,377.7199999999998,0,Potential Loss,2
186,1,114.97999999999999,4,Loss,1
35,12,384.6433333333334,3,Churn,3
275,1,135.32999999999998,4,Loss,1
8,2,539.55,1,Potential,4
14,11,406.69,2,Loyalist,5
233,1,158.09000000000003,4,Loss,1
41,5,130.54000000000002,3,Churn,3
11,6,209.50333333333333,2,Loyalist,5
56,6,212.33666666666667,3,Churn,3
261,1,162.40000000000003,4,Loss,1
13,21,302.34999999999997,2,Loyalist,5
70,1,214.12999999999997,4,Loss,1
206,1,1109.4000000000003,0,Potential Loss,2
154,2,76.75999999999999,4,Loss,1
21,4,283.45,3,Churn,3
32,1,178.32,1,Potential,4
152,3,488.8533333333333,0,Potential Loss,2
306,2,35.370000000000005,4,Loss,1
1,1,89.65,1,Potential,4
28,5,442.12800000000004,3,Churn,3
2,14,367.53714285714284,2,Loyalist,5
24,9,364.77111111111105,3,Churn,3
18,3,505.27,3,Churn,3
256,2,160.82500000000005,4,Loss,1
58,3,272.15,3,Churn,3
257,1,30.1,4,Loss,1
21,3,317.96666666666675,1,Potential,4
14,8,172.64875000000004,2,Loyalist,5
4,16,207.87249999999997,2,Loyalist,5
14,1,107.85999999999999,1,Potential,4
163,2,276.19499999999994,0,Potential Loss,2
133,3,379.70000000000005,0,Potential Loss,2
1,3,202.79999999999998,2,Loyalist,5
315,1,579.6,0,Potential Loss,2
8,5,299.32000000000005,2,Loyalist,5
100,3,72.63333333333334,4,Loss,1
95,1,357.59999999999997,0,Potential Loss,2
27,5,344.68999999999994,3,Churn,3
213,1,238.8,0,Potential Loss,2
124,1,307.34,0,Potential Loss,2
83,1,488.3199999999999,0,Potential Loss,2
89,4,299.8275,3,Churn,3
27,14,478.07785714285717,2,Loyalist,5
20,7,238.76285714285717,3,Churn,3
343,1,40.0,4,Loss,1
226,5,147.714,4,Loss,1
28,8,288.85375,3,Churn,3
133,8,200.52625,3,Churn,3
53,1,692.2999999999997,0,Potential Loss,2
21,13,108.14076923076922,2,Loyalist,5
130,1,433.72,0,Potential Loss,2
75,4,786.84,3,Churn,3
28,21,463.70142857142855,2,Loyalist,5
76,1,317.11000000000007,0,Potential Loss,2
53,3,276.18333333333334,3,Churn,3
47,1,389.18,0,Potential Loss,2
124,8,517.8812500000001,3,Churn,3
31,6,304.80333333333334,3,Churn,3
14,5,340.428,2,Loyalist,5
59,1,391.7200000000001,0,Potential Loss,2
125,2,283.45000000000005,0,Potential Loss,2
40,8,311.96750000000003,3,Churn,3
88,4,560.225,3,Churn,3
223,1,295.04999999999995,0,Potential Loss,2
162,1,596.6700000000003,0,Potential Loss,2
10,12,346.71416666666664,2,Loyalist,5
21,1,311.1000000000001,1,Potential,4
92,1,100.35,4,Loss,1
75,2,359.90999999999997,0,Potential Loss,2
51,3,95.11666666666667,4,Loss,1
16,6,377.53333333333336,2,Loyalist,5
89,2,319.88,0,Potential Loss,2
25,14,710.78,2,Loyalist,5
119,6,394.79,3,Churn,3
52,2,221.57999999999998,1,Potential,4
48,3,175.65666666666672,1,Potential,4
53,1,169.0,4,Loss,1
13,3,451.45,1,Potential,4
188,2,276.94000000000005,0,Potential Loss,2
58,2,306.38000000000005,0,Potential Loss,2
25,4,270.65,3,Churn,3
79,3,359.24000000000007,3,Churn,3
24,2,113.02000000000001,1,Potential,4
19,7,173.16142857142856,3,Churn,3
17,6,151.025,1,Potential,4
299,1,177.88000000000002,4,Loss,1
87,3,281.7,3,Churn,3
49,3,591.0366666666665,3,Churn,3
110,2,316.47,0,Potential Loss,2
340,1,152.15,4,Loss,1
5,5,706.754,2,Loyalist,5
55,7,577.0242857142858,3,Churn,3
42,1,218.35000000000002,1,Potential,4
59,2,324.20000000000005,0,Potential Loss,2
92,2,770.595,0,Potential Loss,2
52,7,408.91428571428565,3,Churn,3
1,9,173.72666666666666,2,Loyalist,5
237,2,159.12,4,Loss,1
111,1,330.7900000000001,0,Potential Loss,2
67,2,32.275,4,Loss,1
88,1,55.98,4,Loss,1
58,1,90.0,4,Loss,1
56,1,190.57,4,Loss,1
342,1,266.93,0,Potential Loss,2
62,2,136.35,4,Loss,1
297,1,37.5,4,Loss,1
55,11,361.2309090909091,3,Churn,3
235,2,360.53000000000003,0,Potential Loss,2
2,5,234.022,2,Loyalist,5
327,1,246.75,0,Potential Loss,2
262,1,46.2,4,Loss,1
140,2,762.1700000000002,0,Potential Loss,2
28,3,338.1599999999999,3,Churn,3
227,1,194.6,4,Loss,1
55,1,898.8700000000001,0,Potential Loss,2
322,2,210.12500000000003,4,Loss,1
17,6,357.425,3,Churn,3
122,2,205.115,4,Loss,1
3,3,151.31000000000003,1,Potential,4
234,5,131.60399999999998,4,Loss,1
3,7,245.90142857142857,2,Loyalist,5
59,4,114.17500000000001,4,Loss,1
178,1,293.7900000000001,0,Potential Loss,2
4,16,281.455,2,Loyalist,5
159,1,143.19000000000003,4,Loss,1
83,6,505.92333333333335,3,Churn,3
49,3,248.18333333333337,3,Churn,3
245,1,92.60000000000001,4,Loss,1
28,1,321.91,1,Potential,4
25,8,533.3187499999999,3,Churn,3
17,2,272.3,1,Potential,4
245,2,53.775,4,Loss,1
19,2,302.85,1,Potential,4
250,1,125.30000000000001,4,Loss,1
146,9,154.21666666666667,3,Churn,3
67,2,461.92499999999995,0,Potential Loss,2
59,1,327.68,0,Potential Loss,2
73,2,907.8600000000001,0,Potential Loss,2
2,25,331.1408,2,Loyalist,5
156,2,104.31000000000002,4,Loss,1
257,1,156.87,4,Loss,1
13,6,264.76166666666666,2,Loyalist,5
87,2,232.72499999999997,0,Potential Loss,2
12,10,383.15200000000004,2,Loyalist,5
162,7,115.30714285714285,3,Churn,3
125,3,523.3866666666667,0,Potential Loss,2
137,6,429.8400000000001,3,Churn,3
10,10,332.012,2,Loyalist,5
24,4,556.485,3,Churn,3
149,3,150.72,4,Loss,1
80,1,143.05,4,Loss,1
116,2,611.5550000000003,0,Potential Loss,2
40,1,370.62999999999994,0,Potential Loss,2
94,2,258.0,0,Potential Loss,2
39,26,497.5719230769231,2,Loyalist,5
7,20,1523.58,2,Loyalist,5
191,1,321.4500000000001,0,Potential Loss,2
191,3,335.5133333333333,0,Potential Loss,2
56,1,280.88000000000005,0,Potential Loss,2
47,1,138.84,4,Loss,1
56,5,211.57800000000003,3,Churn,3
269,1,45.599999999999994,4,Loss,1
55,3,238.5,3,Churn,3
246,1,307.95000000000005,0,Potential Loss,2
170,2,62.04,4,Loss,1
216,1,1399.3600000000001,0,Potential Loss,2
105,2,424.1650000000001,0,Potential Loss,2
17,10,331.804,2,Loyalist,5
55,2,1791.31,0,Potential Loss,2
146,1,221.82999999999998,4,Loss,1
119,5,322.142,3,Churn,3
131,3,665.2166666666667,0,Potential Loss,2
215,2,466.91999999999996,0,Potential Loss,2
16,4,285.595,1,Potential,4
216,7,195.69428571428574,3,Churn,3
3,9,273.8077777777778,2,Loyalist,5
160,2,306.84000000000003,0,Potential Loss,2
248,3,511.79000000000013,0,Potential Loss,2
56,1,540.1499999999999,0,Potential Loss,2
3,5,108.69999999999997,2,Loyalist,5
83,3,504.6133333333334,3,Churn,3
23,12,333.5208333333333,2,Loyalist,5
40,2,456.80999999999995,0,Potential Loss,2
9,16,797.3056250000001,2,Loyalist,5
173,2,379.335,0,Potential Loss,2
24,4,401.765,3,Churn,3
26,2,789.1499999999997,0,Potential Loss,2
73,6,518.2683333333333,3,Churn,3
31,2,344.555,1,Potential,4
180,2,72.075,4,Loss,1
58,3,922.1333333333332,3,Churn,3
226,1,340.49999999999994,0,Potential Loss,2
174,6,338.2233333333333,3,Churn,3
189,3,160.09,4,Loss,1
3,2,445.47,1,Potential,4
206,1,943.9700000000003,0,Potential Loss,2
59,16,122.37374999999999,3,Churn,3
13,1,1108.8199999999995,0,Potential Loss,2
14,3,513.08,3,Churn,3
34,1,385.0299999999999,0,Potential Loss,2
2,15,2668.3280000000004,2,Loyalist,5
24,3,304.86666666666673,1,Potential,4
31,2,274.40000000000003,1,Potential,4
174,3,238.17,3,Churn,3
23,1,107.01,1,Potential,4
81,3,144.43333333333334,4,Loss,1
259,1,139.94000000000005,4,Loss,1
14,3,237.74000000000004,1,Potential,4
339,1,109.72999999999999,4,Loss,1
339,1,96.55,4,Loss,1
14,8,252.12000000000003,2,Loyalist,5
114,1,340.47999999999996,0,Potential Loss,2
1,22,657.1899999999999,2,Loyalist,5
216,1,273.47999999999996,0,Potential Loss,2
153,7,323.51857142857136,3,Churn,3
277,1,438.46,0,Potential Loss,2
14,8,153.7375,2,Loyalist,5
94,4,307.0325,3,Churn,3
25,7,215.56285714285713,3,Churn,3
324,2,74.48000000000002,4,Loss,1
19,1,244.44,1,Potential,4
51,2,676.895,0,Potential Loss,2
12,16,286.15125,2,Loyalist,5
221,1,94.53,4,Loss,1
264,1,174.02,4,Loss,1
84,3,169.50666666666666,4,Loss,1
75,1,33.1,4,Loss,1
16,2,217.37499999999994,1,Potential,4
137,4,78.48,4,Loss,1
4,14,491.34857142857146,2,Loyalist,5
284,1,111.72,4,Loss,1
47,2,724.57,0,Potential Loss,2
199,1,118.64,4,Loss,1
42,3,341.3199999999999,3,Churn,3
214,1,343.2799999999999,0,Potential Loss,2
25,5,159.14200000000002,1,Potential,4
277,1,7.9,4,Loss,1
21,12,131.03916666666666,2,Loyalist,5
54,3,290.5933333333333,3,Churn,3
44,3,342.3833333333334,3,Churn,3
245,2,130.425,4,Loss,1
18,5,195.59799999999996,1,Potential,4
62,5,107.13,4,Loss,1
132,1,128.20000000000002,4,Loss,1
119,1,305.2800000000001,0,Potential Loss,2
